""	"HFe_d5_rep1_RAW"	"HFe_d5_rep2_RAW"	"HFe_d5_rep3_RAW"	"LFe_d5_rep1_RAW"	"LFe_d5_rep2_RAW"	"MFe_d5_rep1_RAW"	"MFe_d5_rep2_RAW"	"HFe_d5_rep1_CPM"	"HFe_d5_rep2_CPM"	"HFe_d5_rep3_CPM"	"LFe_d5_rep1_CPM"	"LFe_d5_rep2_CPM"	"MFe_d5_rep1_CPM"	"MFe_d5_rep2_CPM"	"HFe_d5_rep1_logCPM"	"HFe_d5_rep2_logCPM"	"HFe_d5_rep3_logCPM"	"LFe_d5_rep1_logCPM"	"LFe_d5_rep2_logCPM"	"MFe_d5_rep1_logCPM"	"MFe_d5_rep2_logCPM"
"Tery_4364"	16	40	23	11	18	23	20	"     4.39"	"     6.15"	"     4.21"	"     3.62"	"     3.27"	"     4.12"	"     5.64"	" 2.1368"	" 2.6237"	" 2.0787"	" 1.8616"	" 1.7134"	" 2.0462"	" 2.4977"
"Tery_4365"	139	264	156	116	145	237	94	"    38.12"	"    40.61"	"    28.58"	"    38.22"	"    26.34"	"    42.46"	"    26.50"	" 5.2529"	" 5.3441"	" 4.8377"	" 5.2566"	" 4.7195"	" 5.4082"	" 4.7283"
"Tery_4366"	185	255	175	154	215	284	135	"    50.74"	"    39.23"	"    32.07"	"    50.74"	"    39.05"	"    50.88"	"    38.05"	" 5.6652"	" 5.2941"	" 5.0034"	" 5.6653"	" 5.2876"	" 5.6692"	" 5.2504"
"Tery_4367"	3806	8598	7463	4813	7861	11350	5158	"  1043.80"	"  1322.62"	"  1367.46"	"  1585.73"	"  1427.78"	"  2033.25"	"  1453.97"	"10.0276"	"10.3692"	"10.4173"	"10.6309"	"10.4796"	"10.9896"	"10.5058"
"Tery_4368"	125	157	234	77	124	108	95	"    34.28"	"    24.15"	"    42.88"	"    25.37"	"    22.52"	"    19.35"	"    26.78"	" 5.0998"	" 4.5946"	" 5.4224"	" 4.6656"	" 4.4939"	" 4.2748"	" 4.7436"
"Tery_4369"	58	143	91	31	73	99	45	"    15.91"	"    22.00"	"    16.67"	"    10.21"	"    13.26"	"    17.73"	"    12.68"	" 3.9925"	" 4.4599"	" 4.0604"	" 3.3538"	" 3.7300"	" 4.1493"	" 3.6662"
"Tery_4370"	326	667	587	542	1095	567	438	"    89.41"	"   102.60"	"   107.56"	"   178.57"	"   198.88"	"   101.57"	"   123.47"	" 6.4825"	" 6.6811"	" 6.7491"	" 7.4804"	" 7.6358"	" 6.6665"	" 6.9481"
"Tery_4371"	278	451	363	353	559	495	271	"    76.24"	"    69.38"	"    66.51"	"   116.30"	"   101.53"	"    88.67"	"    76.39"	" 6.2527"	" 6.1166"	" 6.0558"	" 6.8619"	" 6.6659"	" 6.4706"	" 6.2555"
"Tery_4372"	193	376	295	224	469	277	172	"    52.93"	"    57.84"	"    54.05"	"    73.80"	"    85.18"	"    49.62"	"    48.48"	" 5.7263"	" 5.8542"	" 5.7566"	" 6.2058"	" 6.4127"	" 5.6332"	" 5.5997"
"Tery_4373"	500	871	744	410	712	562	384	"   137.13"	"   133.99"	"   136.32"	"   135.08"	"   129.32"	"   100.68"	"   108.24"	" 7.0995"	" 7.0660"	" 7.0910"	" 7.0778"	" 7.0149"	" 6.6537"	" 6.7583"
"Tery_4375"	370	839	730	334	747	671	402	"   101.47"	"   129.06"	"   133.76"	"   110.04"	"   135.68"	"   120.20"	"   113.32"	" 6.6651"	" 7.0120"	" 7.0636"	" 6.7820"	" 7.0841"	" 6.9095"	" 6.8244"
"Tery_4376"	883	1523	1192	685	1259	1271	801	"   242.16"	"   234.28"	"   218.41"	"   225.69"	"   228.67"	"   227.69"	"   225.79"	" 7.9199"	" 7.8722"	" 7.7710"	" 7.8182"	" 7.8372"	" 7.8310"	" 7.8189"
"Tery_4377"	314	469	425	269	354	581	271	"    86.11"	"    72.15"	"    77.87"	"    88.63"	"    64.30"	"   104.08"	"    76.39"	" 6.4284"	" 6.1730"	" 6.2832"	" 6.4698"	" 6.0069"	" 6.7017"	" 6.2555"
"Tery_4379"	242	557	427	217	409	468	260	"    66.37"	"    85.68"	"    78.24"	"    71.49"	"    74.29"	"    83.84"	"    73.29"	" 6.0526"	" 6.4211"	" 6.2900"	" 6.1600"	" 6.2152"	" 6.3897"	" 6.1957"
"Tery_4380"	579	1201	942	475	868	1039	586	"   158.79"	"   184.75"	"   172.60"	"   156.50"	"   157.65"	"   186.13"	"   165.18"	" 7.3111"	" 7.5295"	" 7.4314"	" 7.2901"	" 7.3007"	" 7.5402"	" 7.3680"
"Tery_4381"	844	1415	1286	790	1430	1189	863	"   231.47"	"   217.67"	"   235.64"	"   260.28"	"   259.73"	"   213.00"	"   243.27"	" 7.8547"	" 7.7661"	" 7.8805"	" 8.0240"	" 8.0209"	" 7.7348"	" 7.9265"
"Tery_4383"	13	16	11	11	11	17	12	"     3.57"	"     2.46"	"     2.02"	"     3.62"	"     2.00"	"     3.05"	"     3.38"	" 1.8380"	" 1.3052"	" 1.0183"	" 1.8616"	" 1.0057"	" 1.6114"	" 1.7624"
"Tery_4384"	454	822	703	328	656	845	502	"   124.51"	"   126.45"	"   128.81"	"   108.07"	"   119.15"	"   151.37"	"   141.51"	" 6.9602"	" 6.9825"	" 7.0092"	" 6.7559"	" 6.8967"	" 7.2421"	" 7.1448"
"Tery_4385"	351	698	541	329	464	722	380	"    96.26"	"   107.37"	"    99.13"	"   108.39"	"    84.28"	"   129.34"	"   107.12"	" 6.5890"	" 6.7466"	" 6.6314"	" 6.7603"	" 6.3972"	" 7.0151"	" 6.7432"
"Tery_4386"	136	273	210	89	172	205	113	"    37.30"	"    42.00"	"    38.48"	"    29.32"	"    31.24"	"    36.72"	"    31.85"	" 5.2214"	" 5.3925"	" 5.2664"	" 4.8744"	" 4.9658"	" 5.1990"	" 4.9938"
"Tery_4387"	770	1784	1421	462	1137	1237	841	"   211.17"	"   274.43"	"   260.37"	"   152.21"	"   206.51"	"   221.60"	"   237.07"	" 7.7223"	" 8.1004"	" 8.0245"	" 7.2501"	" 7.6901"	" 7.7919"	" 7.8892"
"Tery_4388"	753	1340	1054	534	845	1305	571	"   206.51"	"   206.13"	"   193.13"	"   175.94"	"   153.48"	"   233.78"	"   160.96"	" 7.6901"	" 7.6875"	" 7.5935"	" 7.4590"	" 7.2620"	" 7.8691"	" 7.3306"
"Tery_4389"	2358	5413	4649	3546	5120	8295	3706	"   646.68"	"   832.68"	"   851.85"	"  1168.29"	"   929.94"	"  1485.97"	"  1044.67"	" 9.3369"	" 9.7016"	" 9.7345"	"10.1902"	" 9.8610"	"10.5372"	"10.0288"
"Tery_4391"	277	571	449	359	450	549	314	"    75.97"	"    87.84"	"    82.27"	"   118.28"	"    81.73"	"    98.35"	"    88.51"	" 6.2475"	" 6.4569"	" 6.3625"	" 6.8862"	" 6.3530"	" 6.6200"	" 6.4680"
"Tery_4392"	341	478	321	184	225	501	216	"    93.52"	"    73.53"	"    58.82"	"    60.62"	"    40.87"	"    89.75"	"    60.89"	" 6.5473"	" 6.2005"	" 5.8784"	" 5.9220"	" 5.3532"	" 6.4880"	" 5.9283"
"Tery_4393"	239	388	339	223	423	354	239	"    65.55"	"    59.69"	"    62.12"	"    73.47"	"    76.83"	"    63.42"	"    67.37"	" 6.0347"	" 5.8996"	" 5.9571"	" 6.1993"	" 6.2638"	" 5.9870"	" 6.0743"
"Tery_4394"	193	349	302	180	337	295	226	"    52.93"	"    53.69"	"    55.34"	"    59.30"	"    61.21"	"    52.85"	"    63.71"	" 5.7263"	" 5.7468"	" 5.7904"	" 5.8903"	" 5.9359"	" 5.7240"	" 5.9936"
"Tery_4395"	1539	3659	2910	1154	1536	3506	2028	"   422.07"	"   562.86"	"   533.21"	"   380.21"	"   278.98"	"   628.07"	"   571.66"	" 8.7214"	" 9.1367"	" 9.0586"	" 8.5707"	" 8.1241"	" 9.2948"	" 9.1590"
"Tery_4396"	295	631	542	168	426	280	255	"    80.90"	"    97.07"	"    99.31"	"    55.35"	"    77.37"	"    50.16"	"    71.88"	" 6.3383"	" 6.6010"	" 6.6340"	" 5.7908"	" 6.2740"	" 5.6487"	" 6.1677"
"Tery_4397"	456	636	605	247	447	476	311	"   125.06"	"    97.84"	"   110.86"	"    81.38"	"    81.19"	"    85.27"	"    87.67"	" 6.9666"	" 6.6124"	" 6.7927"	" 6.3468"	" 6.3434"	" 6.4142"	" 6.4541"
"Tery_4398"	83	158	119	51	142	91	63	"    22.76"	"    24.30"	"    21.80"	"    16.80"	"    25.79"	"    16.30"	"    17.76"	" 4.5092"	" 4.6038"	" 4.4472"	" 4.0715"	" 4.6894"	" 4.0278"	" 4.1513"
"Tery_4399"	370	687	520	352	620	484	373	"   101.47"	"   105.68"	"    95.28"	"   115.97"	"   112.61"	"    86.70"	"   105.14"	" 6.6651"	" 6.7237"	" 6.5743"	" 6.8578"	" 6.8153"	" 6.4382"	" 6.7164"
"Tery_4400"	940	2102	1568	798	1596	1463	1003	"   257.80"	"   323.35"	"   287.31"	"   262.92"	"   289.88"	"   262.08"	"   282.73"	" 8.0101"	" 8.3370"	" 8.1665"	" 8.0385"	" 8.1794"	" 8.0339"	" 8.1433"
"Tery_4401"	69	115	97	64	110	99	46	"    18.92"	"    17.69"	"    17.77"	"    21.09"	"    19.98"	"    17.73"	"    12.97"	" 4.2429"	" 4.1457"	" 4.1525"	" 4.3989"	" 4.3211"	" 4.1493"	" 3.6979"
"Tery_4402"	241	453	320	181	316	368	216	"    66.09"	"    69.68"	"    58.63"	"    59.63"	"    57.39"	"    65.92"	"    60.89"	" 6.0467"	" 6.1230"	" 5.8739"	" 5.8983"	" 5.8431"	" 6.0429"	" 5.9283"
"Tery_4403"	590	1192	1078	556	939	1475	785	"   161.81"	"   183.36"	"   197.52"	"   183.18"	"   170.55"	"   264.23"	"   221.28"	" 7.3382"	" 7.5186"	" 7.6260"	" 7.5172"	" 7.4141"	" 8.0457"	" 7.7898"
"Tery_4404"	372	622	651	213	555	294	386	"   102.02"	"    95.68"	"   119.28"	"    70.18"	"   100.80"	"    52.67"	"   108.81"	" 6.6729"	" 6.5803"	" 6.8984"	" 6.1331"	" 6.6555"	" 5.7191"	" 6.7658"
"Tery_4405"	63	119	82	35	81	72	48	"    17.28"	"    18.31"	"    15.03"	"    11.53"	"    14.71"	"    12.90"	"    13.53"	" 4.1117"	" 4.1950"	" 3.9103"	" 3.5287"	" 3.8799"	" 3.6902"	" 3.7592"
"Tery_4406"	97	153	141	45	101	89	69	"    26.60"	"    23.54"	"    25.84"	"    14.83"	"    18.34"	"    15.94"	"    19.45"	" 4.7340"	" 4.5574"	" 4.6919"	" 3.8910"	" 4.1981"	" 3.9958"	" 4.2824"
"Tery_4407"	754	1639	1347	464	1310	902	828	"   206.78"	"   252.13"	"   246.81"	"   152.87"	"   237.93"	"   161.59"	"   233.40"	" 7.6921"	" 7.9781"	" 7.9473"	" 7.2563"	" 7.8945"	" 7.3362"	" 7.8667"
"Tery_4408"	13292	35893	26414	8940	21496	26620	16212	"  3645.33"	"  5521.38"	"  4839.89"	"  2945.44"	"  3904.28"	"  4768.73"	"  4569.93"	"11.8318"	"12.4308"	"12.2408"	"11.5243"	"11.9308"	"12.2194"	"12.1580"
"Tery_4409"	2215	8812	6391	1787	5201	4563	3349	"   607.46"	"  1355.54"	"  1171.04"	"   588.76"	"   944.65"	"   817.42"	"   944.03"	" 9.2467"	"10.4047"	"10.1936"	" 9.2016"	" 9.8836"	" 9.6750"	" 9.8827"
"Tery_4410"	18235	53547	48152	14284	25865	50402	27237	"  5000.95"	"  8237.08"	"  8822.99"	"  4706.11"	"  4697.81"	"  9029.06"	"  7677.72"	"12.2880"	"13.0079"	"13.1071"	"12.2003"	"12.1978"	"13.1404"	"12.9065"
"Tery_4411"	242	339	271	232	397	279	191	"    66.37"	"    52.15"	"    49.66"	"    76.44"	"    72.11"	"    49.98"	"    53.84"	" 6.0526"	" 5.7048"	" 5.6342"	" 6.2564"	" 6.1723"	" 5.6436"	" 5.7509"
"Tery_4412"	173	229	214	150	306	193	173	"    47.45"	"    35.23"	"    39.21"	"    49.42"	"    55.58"	"    34.57"	"    48.77"	" 5.5685"	" 5.1390"	" 5.2936"	" 5.6273"	" 5.7967"	" 5.1120"	" 5.6081"
"Tery_4415"	13	16	23	12	19	30	19	"     3.57"	"     2.46"	"     4.21"	"     3.95"	"     3.45"	"     5.37"	"     5.36"	" 1.8380"	" 1.3052"	" 2.0787"	" 1.9868"	" 1.7912"	" 2.4287"	" 2.4238"
"Tery_4416"	216	410	273	312	370	471	185	"    59.24"	"    63.07"	"    50.02"	"   102.79"	"    67.20"	"    84.38"	"    52.15"	" 5.8887"	" 5.9791"	" 5.6448"	" 6.6838"	" 6.0707"	" 6.3989"	" 5.7048"
"Tery_4417"	40	67	33	25	33	53	25	"    10.97"	"    10.31"	"     6.05"	"     8.24"	"     5.99"	"     9.49"	"     7.05"	" 3.4568"	" 3.3669"	" 2.5985"	" 3.0438"	" 2.5859"	" 3.2486"	" 2.8191"
"Tery_4418"	87	153	143	90	131	110	115	"    23.86"	"    23.54"	"    26.20"	"    29.65"	"    23.79"	"    19.71"	"    32.42"	" 4.5771"	" 4.5574"	" 4.7122"	" 4.8905"	" 4.5731"	" 4.3013"	" 5.0191"
"Tery_4419"	646	661	683	1037	847	825	405	"   177.17"	"   101.68"	"   125.15"	"   341.66"	"   153.84"	"   147.79"	"   114.16"	" 7.4690"	" 6.6680"	" 6.9676"	" 8.4165"	" 7.2654"	" 7.2075"	" 6.8351"
"Tery_4420"	18	26	34	38	41	23	26	"     4.94"	"     4.00"	"     6.23"	"    12.52"	"     7.45"	"     4.12"	"     7.33"	" 2.3064"	" 2.0034"	" 2.6415"	" 3.6473"	" 2.8985"	" 2.0462"	" 2.8756"
"Tery_4421"	190	337	333	171	252	342	233	"    52.11"	"    51.84"	"    61.02"	"    56.34"	"    45.77"	"    61.27"	"    65.68"	" 5.7037"	" 5.6963"	" 5.9314"	" 5.8163"	" 5.5167"	" 5.9373"	" 6.0376"
"Tery_4422"	113	190	193	92	215	139	149	"    30.99"	"    29.23"	"    35.36"	"    30.31"	"    39.05"	"    24.90"	"    42.00"	" 4.9542"	" 4.8697"	" 5.1446"	" 4.9222"	" 5.2876"	" 4.6387"	" 5.3927"
"Tery_4423"	251	472	363	211	415	279	171	"    68.84"	"    72.61"	"    66.51"	"    69.52"	"    75.38"	"    49.98"	"    48.20"	" 6.1053"	" 6.1822"	" 6.0558"	" 6.1195"	" 6.2362"	" 5.6436"	" 5.5913"
"Tery_4424"	198	318	275	180	359	178	156	"    54.30"	"    48.92"	"    50.39"	"    59.30"	"    65.20"	"    31.89"	"    43.97"	" 5.7632"	" 5.6126"	" 5.6553"	" 5.8903"	" 6.0271"	" 4.9954"	" 5.4589"
"Tery_4425"	278	598	540	136	381	350	202	"    76.24"	"    91.99"	"    98.95"	"    44.81"	"    69.20"	"    62.70"	"    56.94"	" 6.2527"	" 6.5236"	" 6.6287"	" 5.4860"	" 6.1129"	" 5.9706"	" 5.8316"
"Tery_4426"	854	1346	1175	478	638	1142	546	"   234.21"	"   207.05"	"   215.30"	"   157.49"	"   115.88"	"   204.58"	"   153.91"	" 7.8717"	" 7.6939"	" 7.7503"	" 7.2992"	" 6.8566"	" 7.6766"	" 7.2660"
"Tery_4427"	101	150	111	96	173	153	84	"    27.70"	"    23.07"	"    20.34"	"    31.63"	"    31.42"	"    27.41"	"    23.68"	" 4.7923"	" 4.5288"	" 4.3469"	" 4.9836"	" 4.9741"	" 4.7771"	" 4.5661"
"Tery_4429"	182	239	146	150	161	243	103	"    49.91"	"    36.77"	"    26.75"	"    49.42"	"    29.24"	"    43.53"	"    29.03"	" 5.6416"	" 5.2007"	" 4.7421"	" 5.6273"	" 4.8705"	" 5.4443"	" 4.8602"
"Tery_4430"	103	174	125	102	133	221	95	"    28.25"	"    26.77"	"    22.90"	"    33.61"	"    24.16"	"    39.59"	"    26.78"	" 4.8206"	" 4.7429"	" 4.5182"	" 5.0711"	" 4.5949"	" 5.3074"	" 4.7436"
"Tery_4431"	114	157	102	102	114	153	65	"    31.26"	"    24.15"	"    18.69"	"    33.61"	"    20.71"	"    27.41"	"    18.32"	" 4.9669"	" 4.5946"	" 4.2249"	" 5.0711"	" 4.3726"	" 4.7771"	" 4.1963"
"Tery_4432"	22	35	27	12	40	19	25	"     6.03"	"     5.38"	"     4.95"	"     3.95"	"     7.27"	"     3.40"	"     7.05"	" 2.5954"	" 2.4314"	" 2.3095"	" 1.9868"	" 2.8630"	" 1.7713"	" 2.8191"
"Tery_4433"	551	885	669	497	628	1071	465	"   151.11"	"   136.14"	"   122.58"	"   163.75"	"   114.06"	"   191.86"	"   131.08"	" 7.2396"	" 7.0890"	" 6.9377"	" 7.3554"	" 6.8338"	" 7.5840"	" 7.0344"
"Tery_4434"	35	66	46	35	55	72	35	"     9.60"	"    10.15"	"     8.43"	"    11.53"	"     9.99"	"    12.90"	"     9.87"	" 3.2643"	" 3.3452"	" 3.0770"	" 3.5287"	" 3.3219"	" 3.6902"	" 3.3039"
"Tery_4435"	96	152	147	54	93	165	75	"    26.33"	"    23.38"	"    26.94"	"    17.79"	"    16.89"	"    29.56"	"    21.14"	" 4.7191"	" 4.5479"	" 4.7520"	" 4.1539"	" 4.0791"	" 4.8860"	" 4.4027"
"Tery_4436"	104	217	197	53	133	162	95	"    28.52"	"    33.38"	"    36.10"	"    17.46"	"    24.16"	"    29.02"	"    26.78"	" 4.8345"	" 5.0614"	" 5.1742"	" 4.1270"	" 4.5949"	" 4.8595"	" 4.7436"
"Tery_4437"	40	27	29	23	26	21	23	"    10.97"	"     4.15"	"     5.31"	"     7.58"	"     4.72"	"     3.76"	"     6.48"	" 3.4568"	" 2.0578"	" 2.4124"	" 2.9237"	" 2.2426"	" 1.9153"	" 2.6990"
"Tery_4440"	33	43	28	26	33	29	38	"     9.05"	"     6.61"	"     5.13"	"     8.57"	"     5.99"	"     5.20"	"    10.71"	" 3.1796"	" 2.7278"	" 2.3619"	" 3.1003"	" 2.5859"	" 2.3799"	" 3.4225"
"Tery_4441"	564	1429	1291	417	969	1201	797	"   154.68"	"   219.82"	"   236.55"	"   137.39"	"   176.00"	"   215.15"	"   224.66"	" 7.2732"	" 7.7803"	" 7.8861"	" 7.1022"	" 7.4595"	" 7.7493"	" 7.8117"
"Tery_4442"	1516	2860	2238	1765	2523	3783	1517	"   415.76"	"   439.95"	"   410.07"	"   581.51"	"   458.25"	"   677.69"	"   427.62"	" 8.6997"	" 8.7812"	" 8.6798"	" 9.1837"	" 8.8400"	" 9.4045"	" 8.7402"
"Tery_4443"	205	450	274	186	392	291	155	"    56.22"	"    69.22"	"    50.21"	"    61.28"	"    71.20"	"    52.13"	"    43.69"	" 5.8133"	" 6.1134"	" 5.6501"	" 5.9376"	" 6.1540"	" 5.7043"	" 5.4496"
"Tery_4444"	255	317	530	180	448	263	504	"    69.93"	"    48.76"	"    97.11"	"    59.30"	"    81.37"	"    47.11"	"   142.07"	" 6.1281"	" 5.6080"	" 6.6017"	" 5.8903"	" 6.3466"	" 5.5584"	" 7.1506"
"Tery_4445"	151	187	179	130	160	124	79	"    41.41"	"    28.77"	"    32.80"	"    42.83"	"    29.06"	"    22.21"	"    22.27"	" 5.3723"	" 4.8468"	" 5.0360"	" 5.4209"	" 4.8615"	" 4.4740"	" 4.4776"
"Tery_4446"	103	147	150	63	87	111	109	"    28.25"	"    22.61"	"    27.48"	"    20.76"	"    15.80"	"    19.88"	"    30.73"	" 4.8206"	" 4.4997"	" 4.7811"	" 4.3762"	" 3.9829"	" 4.3143"	" 4.9418"
"Tery_4447"	535	595	506	311	440	443	264	"   146.72"	"    91.53"	"    92.72"	"   102.46"	"    79.92"	"    79.36"	"    74.42"	" 7.1971"	" 6.5163"	" 6.5349"	" 6.6791"	" 6.3206"	" 6.3105"	" 6.2178"
"Tery_4448"	223	486	359	171	407	369	252	"    61.16"	"    74.76"	"    65.78"	"    56.34"	"    73.92"	"    66.10"	"    71.04"	" 5.9347"	" 6.2244"	" 6.0398"	" 5.8163"	" 6.2081"	" 6.0469"	" 6.1507"
"Tery_4449"	337	541	445	288	481	380	260	"    92.42"	"    83.22"	"    81.54"	"    94.89"	"    87.36"	"    68.07"	"    73.29"	" 6.5303"	" 6.3791"	" 6.3496"	" 6.5683"	" 6.4491"	" 6.0892"	" 6.1957"
"Tery_4450"	1711	3162	2414	1232	2921	2194	1445	"   469.24"	"   486.41"	"   442.32"	"   405.90"	"   530.54"	"   393.04"	"   407.32"	" 8.8742"	" 8.9261"	" 8.7890"	" 8.6650"	" 9.0513"	" 8.6186"	" 8.6701"
"Tery_4451"	15	32	37	15	26	32	15	"     4.11"	"     4.92"	"     6.78"	"     4.94"	"     4.72"	"     5.73"	"     4.23"	" 2.0440"	" 2.3023"	" 2.7633"	" 2.3080"	" 2.2426"	" 2.5217"	" 2.0835"
"Tery_4452"	81	140	92	76	128	86	61	"    22.21"	"    21.54"	"    16.86"	"    25.04"	"    23.25"	"    15.41"	"    17.20"	" 4.4741"	" 4.4294"	" 4.0762"	" 4.6467"	" 4.5397"	" 3.9464"	" 4.1048"
"Tery_4453"	7	5	17	5	9	13	5	"     1.92"	"     0.77"	"     3.11"	"     1.65"	"     1.63"	"     2.33"	"     1.41"	" 0.9484"	"-0.3600"	" 1.6438"	" 0.7289"	" 0.7178"	" 1.2258"	" 0.5053"
"Tery_4454"	49	60	65	40	68	75	34	"    13.44"	"     9.23"	"    11.91"	"    13.18"	"    12.35"	"    13.44"	"     9.58"	" 3.7493"	" 3.2079"	" 3.5753"	" 3.7212"	" 3.6277"	" 3.7491"	" 3.2621"
"Tery_4455"	40	93	82	20	58	82	47	"    10.97"	"    14.31"	"    15.03"	"     6.59"	"    10.53"	"    14.69"	"    13.25"	" 3.4568"	" 3.8396"	" 3.9103"	" 2.7223"	" 3.3984"	" 3.8777"	" 3.7289"
"Tery_4456"	107	195	139	73	117	203	76	"    29.34"	"    30.00"	"    25.47"	"    24.05"	"    21.25"	"    36.37"	"    21.42"	" 4.8755"	" 4.9072"	" 4.6713"	" 4.5886"	" 4.4101"	" 5.1849"	" 4.4218"
"Tery_4457"	58	90	77	20	52	97	35	"    15.91"	"    13.84"	"    14.11"	"     6.59"	"     9.44"	"    17.38"	"     9.87"	" 3.9925"	" 3.7923"	" 3.8196"	" 2.7223"	" 3.2410"	" 4.1199"	" 3.3039"
"Tery_4458"	83	144	130	61	94	116	79	"    22.76"	"    22.15"	"    23.82"	"    20.10"	"    17.07"	"    20.78"	"    22.27"	" 4.5092"	" 4.4700"	" 4.5747"	" 4.3297"	" 4.0945"	" 4.3778"	" 4.4776"
"Tery_4459"	50	80	84	30	47	119	47	"    13.71"	"    12.31"	"    15.39"	"     9.88"	"     8.54"	"    21.32"	"    13.25"	" 3.7785"	" 3.6225"	" 3.9450"	" 3.3066"	" 3.0953"	" 4.4147"	" 3.7289"
"Tery_4460"	307	381	560	224	382	269	311	"    84.19"	"    58.61"	"   102.61"	"    73.80"	"    69.38"	"    48.19"	"    87.67"	" 6.3958"	" 5.8733"	" 6.6812"	" 6.2058"	" 6.1167"	" 5.5909"	" 6.4541"
"Tery_4461"	228	426	343	119	163	387	200	"    62.53"	"    65.53"	"    62.85"	"    39.21"	"    29.61"	"    69.33"	"    56.38"	" 5.9667"	" 6.0343"	" 5.9740"	" 5.2934"	" 4.8883"	" 6.1156"	" 5.8173"
"Tery_4462"	297	524	414	246	331	449	222	"    81.45"	"    80.61"	"    75.86"	"    81.05"	"    60.12"	"    80.43"	"    62.58"	" 6.3481"	" 6.3330"	" 6.2454"	" 6.3409"	" 5.9100"	" 6.3299"	" 5.9678"
"Tery_4463"	19	27	22	16	44	31	28	"     5.21"	"     4.15"	"     4.03"	"     5.27"	"     7.99"	"     5.55"	"     7.89"	" 2.3843"	" 2.0578"	" 2.0147"	" 2.4009"	" 3.0003"	" 2.4760"	" 2.9824"
"Tery_4464"	366	662	615	308	672	515	404	"   100.38"	"   101.83"	"   112.69"	"   101.48"	"   122.05"	"    92.26"	"   113.88"	" 6.6494"	" 6.6702"	" 6.8163"	" 6.6651"	" 6.9315"	" 6.5278"	" 6.8315"
"Tery_4465"	5813	13634	13237	7440	14701	15847	9050	"  1594.22"	"  2097.30"	"  2425.44"	"  2451.24"	"  2670.11"	"  2838.85"	"  2551.06"	"10.6386"	"11.0343"	"11.2440"	"11.2593"	"11.3827"	"11.4711"	"11.3169"
"Tery_4466"	5282	12106	10852	5556	10179	13950	7003	"  1448.59"	"  1862.25"	"  1988.43"	"  1830.52"	"  1848.79"	"  2499.02"	"  1974.05"	"10.5004"	"10.8628"	"10.9574"	"10.8380"	"10.8524"	"11.2872"	"10.9469"
"Tery_4467"	2342	3705	3831	2171	4537	2169	2048	"   642.29"	"   569.94"	"   701.96"	"   715.27"	"   824.05"	"   388.56"	"   577.30"	" 9.3271"	" 9.1547"	" 9.4553"	" 9.4824"	" 9.6866"	" 8.6020"	" 9.1732"
"Tery_4468"	79	214	137	82	209	148	91	"    21.67"	"    32.92"	"    25.10"	"    27.02"	"    37.96"	"    26.51"	"    25.65"	" 4.4380"	" 5.0413"	" 4.6504"	" 4.7563"	" 5.2468"	" 4.7292"	" 4.6815"
"Tery_4469"	715	1593	1139	592	1220	1526	802	"   196.09"	"   245.05"	"   208.70"	"   195.04"	"   221.59"	"   273.37"	"   226.07"	" 7.6154"	" 7.9370"	" 7.7054"	" 7.6077"	" 7.7918"	" 8.0948"	" 7.8207"
"Tery_4470"	513	850	690	589	1068	752	482	"   140.69"	"   130.75"	"   126.43"	"   194.06"	"   193.98"	"   134.71"	"   135.87"	" 7.1365"	" 7.0308"	" 6.9823"	" 7.6004"	" 7.5998"	" 7.0739"	" 7.0862"
"Tery_4471"	96	112	89	135	166	131	66	"    26.33"	"    17.23"	"    16.31"	"    44.48"	"    30.15"	"    23.47"	"    18.60"	" 4.7191"	" 4.1076"	" 4.0284"	" 5.4753"	" 4.9146"	" 4.5532"	" 4.2184"
"Tery_4472"	137	196	160	133	204	182	136	"    37.57"	"    30.15"	"    29.32"	"    43.82"	"    37.05"	"    32.60"	"    38.34"	" 5.2320"	" 4.9146"	" 4.8742"	" 5.4538"	" 5.2119"	" 5.0274"	" 5.2610"
"Tery_4473"	29	67	44	29	40	108	31	"     7.95"	"    10.31"	"     8.06"	"     9.55"	"     7.27"	"    19.35"	"     8.74"	" 2.9934"	" 3.3669"	" 3.0130"	" 3.2577"	" 2.8630"	" 4.2748"	" 3.1290"
"Tery_4474"	53	77	55	57	88	71	27	"    14.54"	"    11.84"	"    10.08"	"    18.78"	"    15.98"	"    12.72"	"     7.61"	" 3.8625"	" 3.5674"	" 3.3345"	" 4.2319"	" 3.9994"	" 3.6700"	" 2.9300"
"Tery_4475"	3	7	12	8	13	9	4	"     0.82"	"     1.08"	"     2.20"	"     2.64"	"     2.36"	"     1.61"	"     1.13"	"-0.2640"	" 0.1201"	" 1.1433"	" 1.4037"	" 1.2456"	" 0.6980"	" 0.1859"
"Tery_4476"	116	201	164	105	179	209	123	"    31.81"	"    30.92"	"    30.05"	"    34.59"	"    32.51"	"    37.44"	"    34.67"	" 4.9920"	" 4.9509"	" 4.9098"	" 5.1129"	" 5.0233"	" 5.2269"	" 5.1161"
"Tery_4477"	1414	3490	2799	1269	2402	2882	1668	"   387.79"	"   536.86"	"   512.87"	"   418.09"	"   436.27"	"   516.28"	"   470.19"	" 8.5992"	" 9.0684"	" 9.0025"	" 8.7077"	" 8.7691"	" 9.0120"	" 8.8771"
